product_name,price_sale,params_1,ram,gpu,display,params_2,params_3,params_4,params_5,params_6,params_7,params_8,url,website
MPXR2 – MacBook Pro 2017 13 inch core i5/ Ram 8GB/SSD 128GB,25.000.000 ,Tình trạng:,8GB of 2133 MHz RAM | 128GB PCIe SSD,Integrated Intel Iris Plus Graphics 640,13.3″ 2560 x 1600 Retina Display," New, Openbox, Active Online",2.3 GHz Intel Core i5 Dual-Core,802.11ac Wi-Fi | Bluetooth 4.2,2 x Thunderbolt 3 (USB Type-C) Ports,3.5mm Headphone Jack | Stereo Speakers,Force Touch Trackpad,macOS Sierra,https://macstores.vn/macbook-pro-2017-mpxr2-silver.html,macstores.vn
Macbook Pro 2017 MPXT2,27.000.000 ,2.3 GHz Intel Core i5 Dual-Core,8GB of 2133 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Plus Graphics 640,13.3″ 2560 x 1600 Retina Display,802.11ac Wi-Fi | Bluetooth 4.2,2 x Thunderbolt 3 (USB Type-C) Ports,3.5mm Headphone Jack | Stereo Speakers,Force Touch Trackpad,macOS Sierra,BẢO HÀNH 1 NĂM.,,https://macstores.vn/macbook-pro-2017-mpxt2-option-i58gb512g.html,macstores.vn
MacBook Pro 13 inch 2018 256Gb MR9Q2,35.000.000 ,Màu: Space Gray,RAM: 8GB 2133MHz LPDDR3 memory,GPU: Intel Iris Plus Graphics 655,Màn hình: 13.3 inch Retina Display with True Tone (2560×1600),Interface: Four Thunderbolt 3 ports,Mới 100% nguyên Seal Bảo Hành chính hãng 12 tháng,Hỗ trợ cài đặt phần mềm miễn phí,,,,,https://macstores.vn/macbook-pro-2018-mr9q2.html,macstores.vn
MacBook Pro 13 inch 2018 512Gb MR9U2,35.000.000 ,Màu: Silver,RAM: 8GB 2133MHz LPDDR3 memory,GPU: Intel Iris Plus Graphics 655,Màn hình: 13.3 inch Retina Display with True Tone (2560×1600),Interface: Four Thunderbolt 3 ports,Mới 100% nguyên Seal Bảo Hành chính hãng 12 tháng,Hỗ trợ cài đặt phần mềm miễn phí,,,,,https://macstores.vn/macbook-pro-13-inch-2018-256gb-mr9u2.html,macstores.vn
CTO – MacBook Pro 16 inch 2019 New– (Space Gray/i9 2.4Ghz/32GB/1TB/8GB),88.000.000 ,"Tình trạng: Mới, Nguyên Seal",RAM: 32GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 8GB GDDR6 memory,Màn hình: 16-inch Retina with True Tone (3072×1920),Màu: Xám (Space Gray),Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2019-new-space-grayi9-2-4ghz32gb1tb8gb.html,macstores.vn
MacBook Pro 13 inch 2018 512Gb MR9V2,37.000.000 ,Màu: Silver,RAM: 8GB 2133MHz LPDDR3 memory,GPU: Intel Iris Plus Graphics 655,Màn hình: 13.3 inch Retina Display with True Tone (2560×1600),Interface: Four Thunderbolt 3 ports,Mới 100% nguyên Seal Bảo Hành chính hãng 12 tháng,Hỗ trợ cài đặt phần mềm miễn phí,,,,,https://macstores.vn/macbook-pro-13-inch-2018-512gb-mr9r2.html,macstores.vn
Macbook Pro 2017 MPXY2 (Silver),33.000.000 ,3.1 GHz Intel Core i5 Dual-Core,8GB of 2133 MHz RAM | 512GB SSD,Integrated Intel Iris Plus Graphics 650,13.3″ 2560 x 1600 Retina Display,802.11ac Wi-Fi | Bluetooth 4.2,Touch Bar | Touch ID Sensor,4 x Thunderbolt 3 (USB Type-C) Ports,3.5mm Headphone Jack | Stereo Speakers,Force Touch Trackpad,macOS Sierra,BẢO HÀNH 1 NĂM.,https://macstores.vn/macbook-pro-2017-mpxy2-silver.html,macstores.vn
Macbook Air MQD32,21.500.000 ,1.8 GHz Intel Core i5 Dual-Core,8GB of 1600 MHz LPDDR3 RAM | 128GB SSD,Integrated Intel HD Graphics 6000,13.3″ 1440 x 900 Glossy Display,802.11ac Wi-Fi | Bluetooth 4.0,Thunderbolt 2 | USB 3.0,720p FaceTime HD Camera | SDXC Card Slot,Stereo Speakers | Dual Built-In Mics,"Slim, Lightweight Design",macOS Sierra,BẢO HÀNH 2 NĂM.,https://macstores.vn/macbook-air-mqd32.html,macstores.vn
CTO – MacBook Pro 16 inch 2019 New– (Space Gray/i9 2.4Ghz/64GB/1TB/8GB),105.000.000 ,"Tình trạng: Mới, Nguyên Seal",RAM: 64GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 8GB GDDR6 memory,Màn hình: 16-inch Retina with True Tone (3072×1920),Màu: Xám (Space Gray),Interface: Four Thunderbolt 3 ports (USB-Type C),Touch Bar & Touch ID,Trọng lượng: 2.0Kg,,,,https://macstores.vn/cto-macbook-pro-16-inch-2019-new-space-grayi9-2-4ghz64gb1tb8gb.html,macstores.vn
MRE82 – MacBook Air 2018 (Gray/Core i5/Ram 8GB/SSD 128GB/Touch ID),21.500.000 ,Màu: Space Gray,RAM: 8GB of 2133MHz LPDDR3,GPU: Intel UHD Graphics 617,Màn hình: 13.3 inches Retina (2650×1600),Ổ cứng: 128GB PCIe-based SSD,Interface: 2 thunderbolt 3 (USB type C),Hỗ trợ cài đặt phần mềm,,,,,https://macstores.vn/macbook-air-13-inch-2018-mre82.html,macstores.vn
MREA2 – MacBook Air 2018 (Silver/Core i5/Ram 8GB/SSD 128GB/Touch ID),21.500.000 ,Màu: Silver (Bạc),RAM: 8GB of 2133MHz LPDDR3,GPU: Intel UHD Graphics 617,"Màn hình: 13.3 inches, Retina (2650×1600)",Ổ cứng: 128GB PCIe-based SSD,Interface: 2 cổng USB type C with Thuderbolt 3,Bảo hành 12 tháng,Hỗ trợ cài đặt phần mềm.,,,,https://macstores.vn/macbook-air-13-inch-2018-mrea2.html,macstores.vn
MREE2 – MacBook Air 2018 (Gold/Core i5/Ram 8GB/SSD 128GB/Touch ID),21.500.000 ,Màu: Gold (Vàng),RAM: 8GB of 2133MHz LPDDR3,GPU: Intel UHD Graphics 617,"Màn hình: 13.3 inches, Retina (2650×1600)",Ổ cứng: 128GB PCIe-based SSD,Interface: 2 thunderbolt 3 (USB type C),Bảo hành 12 tháng,Hỗ trợ cài đặt phần mềm.,,,,https://macstores.vn/macbook-air-13-inch-2018-mree2.html,macstores.vn
MREC2 – MacBook Air 2018 (Silver/Core i5/Ram 8GB/SSD 256GB/Touch ID),23.500.000 ,Màu: Silver (Bạc),RAM: 8GB of 2133MHz LPDDR3,GPU: Intel UHD Graphics 617,"Màn hình: 13.3 inches, Retina (2650×1600)",Ổ cứng: 256GB PCIe-based SSD,Interface: 2 cổng USB type C with Thuderbolt 3,Bảo hành 12 tháng,Hỗ trợ cài đặt phần mềm.,,,,https://macstores.vn/macbook-air-13-inch-2018-mrec2.html,macstores.vn
Macbook Pro 2017 MPXU2 (Silver),27.500.000 ,Hệ điều hành: :macOS Sierra,Ram: 8GB of 2133 MHz RAM,Đồ hoạ: Integrated Intel Iris Graphics 640,Màn hình : 13.3″ 2560 x 1600 Retina Display,Ổ cứng: 256GB PCIe SSD,Điểm hiệu năng: 8.09 MS,Khe cắm: 2 x Thunderbolt 3 (USB Type-C) Ports,"Thiết bị nghe nhìn: 720p FaceTime HD Camera & Dual Mics, 3.5mm Headphones Jack | Stereo Speakers",WiFi: 802.11ac Wi-Fi,Bluetooth: Bluetooth 4.2,BẢO HÀNH 1 NĂM.,https://macstores.vn/macbook-pro-2017-mpxu2.html,macstores.vn
Macbook Pro 2017 MQ002 (Space Gray),,3.5GHz Intel Core i7 Quad Core,16GB RAM | 1TB SSD,Integrated Intel Iris Plus Graphics 650,13.3″ 2560 x 1600 Retina Display,Up to 4.0GHz Turbo Boost processing,802.11ac Wi-Fi | Bluetooth 4.2,Touch Bar | Touch ID Sensor,4 x Thunderbolt 3 (USB Type-C) Ports,3.5mm Headphone Jack | Stereo Speakers,Force Touch Trackpad,macOS Sierra,https://macstores.vn/macbook-pro-2017-mq002-space-gray.html,macstores.vn
MVFM2 – MacBook Air 2019 New (Gold/Core i5/Ram 8GB/SSD 128GB/Touch ID),22.500.000 ,Màu sắc: Gold,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 8GB of 2133 MHz,Ổ cứng: SSD 128GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvfm2-macbook-air-2019-new-gold-core-i5-ram-8gb-ssd-128gb-touch-id.html,macstores.vn
Macbook Pro 2017 MQ012 (silver),,3.5GHz Intel Core i7 Quad Core,16GB RAM | 1TB SSD,Integrated Intel Iris Plus Graphics 650,13.3″ 2560 x 1600 Retina Display,Up to 4.0GHz Turbo Boost processing,802.11ac Wi-Fi | Bluetooth 4.2,Touch Bar | Touch ID Sensor,4 x Thunderbolt 3 (USB Type-C) Ports,3.5mm Headphone Jack | Stereo Speakers,Force Touch Trackpad,macOS Sierra,https://macstores.vn/macbook-pro-2017-mq012-silver.html,macstores.vn
MVFK2 – MacBook Air 2019 New (Silver/Core i5/Ram 8GB/SSD 128GB/Touch ID),22.500.000 ,Màu sắc: Silver,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 8GB of 2133 MHza,Ổ cứng: SSD 128GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvfk2-macbook-air-2019-new-silver-core-i5-ram-8gb-ssd-128gb-touch-id.html,macstores.vn
Macbook Pro 2017 MPXQ2 ( Gray ),25.000.000 ,Tình trạng:,Ram: 8GB of 2133 MHz RAM,Đồ hoạ: Integrated Intel Iris Graphics 640,Màn hình : 13.3″ 2560 x 1600 Retina Display," New, Openbox, Active Online",Hệ điều hành: :macOS Sierra,Ổ cứng: 128GB PCIe SSD,Điểm hiệu năng: 5.64 MS,Khe cắm: 2 x Thunderbolt 3 (USB Type-C) Ports,"Thiết bị nghe nhìn: 720p FaceTime HD Camera & Dual Mics, 3.5mm Headphones Jack | Stereo Speakers",WiFi: 802.11ac Wi-Fi,https://macstores.vn/macbook-pro-2017-mpxq2-gray.html,macstores.vn
Macbook Pro 13 inch 2018 512Gb MR9R2,37.000.000 ,Màu: Space Gray,RAM: 8GB 2133MHz LPDDR3 memory,GPU: Intel Iris Plus Graphics 655,Màn hình: 13.3 inch Retina Display with True Tone (2560×1600),Interface: Four Thunderbolt 3 ports,Mới 100% nguyên Seal Bảo Hành chính hãng 12 tháng,Hỗ trợ cài đặt phần mềm miễn phí,,,,,https://macstores.vn/macbook-pro-13-inch-2018-512gb-mr9r2-2.html,macstores.vn
MVFJ2 – MacBook Air 2019 New (Gray/Core i5/Ram 8GB/SSD 256GB/Touch ID),26.000.000 ,Màu sắc: Space Gray,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 8GB of 2133 MHza,Ổ cứng: SSD 256GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvfj2-macbook-air-2019-new-gray-core-i5-ram-8gb-ssd-256gb-touch-id.html,macstores.vn
Macbook Air MQD42,24.800.000 ,1.8 GHz Intel Core i5 Dual-Core,8GB of 1600 MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 6000,13.3″ 1440 x 900 Glossy Display,802.11ac Wi-Fi | Bluetooth 4.0,Thunderbolt 2 | USB 3.0,720p FaceTime HD Camera | SDXC Card Slot,Stereo Speakers | Dual Built-In Mics,"Slim, Lightweight Design",macOS Sierra,BẢO HÀNH 2 NĂM.,https://macstores.vn/macbook-air-mqd42.html,macstores.vn
MacBook Pro 13 inch 2018 256Gb MR9Q2,32.000.000 ,Màu: Space Gray,RAM: 8GB 2133MHz LPDDR3 memory,GPU: Intel Iris Plus Graphics 655,Màn hình: 13.3 inch Retina Display with True Tone (2560×1600),Interface: Four Thunderbolt 3 ports,"Mới 100%, Fullbox, Ref",Bảo Hành chính hãng 12 tháng,Hỗ trợ cài đặt phần mềm miễn phí,,,,https://macstores.vn/macbook-pro-13-inch-2018-256gb-mr9q2.html,macstores.vn
MRE92 – MacBook Air 2018 (Gray/Core i5/Ram 8GB/SSD 256GB/Touch ID),23.500.000 ,Màu sắc: Space Gray,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 8GB of 2133 MHza,Ổ cứng: SSD 256GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mre92-macbook-air-2018-gray-core-i5-ram-8gb-ssd-256gb-touch-id.html,macstores.vn
MWTL2 – MacBook Air 2020 New (Gold/Core i3/Ram 8GB/SSD 256GB/Touch ID),24.500.000 ,Tình trạng:, 8GB 3733MHz LPDDR4X memory, Intel Iris Plus Graphics,: 13.3-inch Retina Display (2650×1600) with True Tone," New, Nguyên Seal",Màu:, Bạc (Silver) – Vàng (Gold)  – Xám (Gray), 1.1GHz dual-core 10th-generation Intel Core i3 processor,Ổ cứng:,Màn hình,Interface:,https://macstores.vn/macbook-air-2020-core-i3-ram-8gb-256gb-ssd.html,macstores.vn
Macbook Air 2020 Core i7 Ram 16GB 256GB SSD,41.000.000 ,Màu sắc: Rose Gold,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,Card màn hình: Intel Iris Plus Graphics,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.1 GHz Intel Core i3 Dual-Core,Ổ cứng: SSD 256GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,,https://macstores.vn/macbook-air-2020-core-i7-ram-16gb-256gb-ssd.html,macstores.vn
MVH52 – MacBook Air 2020 New (Gold/Core i5/Ram 8GB/SSD 512GB/Touch ID),31.000.000 ,Tình trạng:, 8GB 3733MHz LPDDR4X memory, Intel Iris Plus Graphics,: 13.3-inch Retina Display (2650×1600) with True Tone," New, Nguyên Seal",Màu:, Bạc (Silver) – Vàng (Gold)  – Xám (Gray), 1.1GHz quad-core 10th-generation Intel Core i5 processor,Ổ cứng:,Màn hình,Interface:,https://macstores.vn/macbook-air-2020-core-i5-ram-8gb-512gb-ssd.html,macstores.vn
MREF2 – MacBook Air 2018 (Gold/Core i5/Ram 8GB/SSD 256GB/Touch ID),23.500.000 ,Màu sắc: Gold,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 8GB of 2133 MHz,Ổ cứng: SSD 256GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mref2-macbook-air-2018-gold-core-i5-ram-8gb-ssd-256gb-touch-id.html,macstores.vn
MVFL2 – MacBook Air 2019 New (Silver/Core i5/Ram 8GB/SSD 256GB/Touch ID),26.000.000 ,Màu sắc: Silver,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 8GB of 2133 MHza,Ổ cứng: SSD 256GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvfl2-macbook-air-2019-new-silver-core-i5-ram-8gb-ssd-256gb-touch-id.html,macstores.vn
MWTJ2 – MacBook Air 2020 New (Gray/Core i3/Ram 8GB/SSD 256GB/Touch ID),24.500.000 ,Màu sắc: Gray,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,Card màn hình: Intel Iris Plus Graphics,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.1 GHz Intel Core i3 Dual-Core,Ổ cứng: SSD 256GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,,https://macstores.vn/mwtj2-macbook-air-2020-new-gray-core-i3-ram-8gb-ssd-256gb-touch-id.html,macstores.vn
MVH22 – MacBook Air 2020 New (Gray/Core i5/Ram 8GB/SSD 512GB/Touch ID),31.000.000 ,Màu sắc: Gray,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,Card màn hình: Intel Iris Plus Graphics,Màn hình: 13.3inch Retina with True-Tone,"Bộ xử lý: 1.1GHz quad-core 10th-generation Intel Core i5 processor, Turbo Boost up to 3.5GHz.",Ổ cứng: SSD 512GB PCIe,Phân giải: 2560×1600,Bàn Phím : Magic Keyboard,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvh22-macbook-air-2020-new-graycore-i5ram-8gbssd-512gbtouch-id.html,macstores.vn
MGN63 – MacBook Air 2020 13 inch New – (Gray/M1/Ram 8GB/SSD 256GB),26.000.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB Unified,GPU: 7‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Xám (Space Gray),Interface: Two Thunderbolt 4 ports,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Backlit Magic Keyboard,Force Touch Touchpad | Touch ID Sensor,macOS,Trọng lượng: 1.2Kg.,https://macstores.vn/macbook-air-mgn63-2020-13inch.html,macstores.vn
MGN73 – MacBook Air 2020 13 inch New – (Gray/M1/Ram 8GB/SSD 512GB),32.000.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB Unified,GPU: 7‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Xám (Space Gray),Interface: Two Thunderbolt 4 ports,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Backlit Magic Keyboard,Force Touch Touchpad | Touch ID Sensor,macOS,Trọng lượng: 1.2Kg.,https://macstores.vn/macbook-air-mgn73-2020-13inch.html,macstores.vn
MVFN2 – MacBook Air 2019 New (Gold/Core i5/Ram 8GB/SSD 256GB/Touch ID),26.000.000 ,Màu sắc: Gold,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 8GB of 2133 MHz,Ổ cứng: SSD 256GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvfn2-macbook-air-2019-new-gold-core-i5-ram-8gb-ssd-256gb-touch-id.html,macstores.vn
MGN93 – MacBook Air 2020 13 inch New – (Silver/M1/Ram 8GB/SSD 256GB),26.000.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB Unified,GPU: 7‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Bạc (Silver),Interface: Two Thunderbolt 4 ports,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Backlit Magic Keyboard,Force Touch Touchpad | Touch ID Sensor,macOS,Trọng lượng: 1.2Kg.,https://macstores.vn/macbook-air-mgn93-2020-13inch.html,macstores.vn
MGNA3 – MacBook Air 2020 13 inch New – (Silver/M1/Ram 8GB/SSD 512GB),32.000.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB Unified,GPU: 7‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Bạc (Silver),Interface: Two Thunderbolt 4 ports,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Backlit Magic Keyboard,Force Touch Touchpad | Touch ID Sensor,macOS,Trọng lượng: 1.2Kg.,https://macstores.vn/macbook-air-mgna3-2020-13inch.html,macstores.vn
MVFH2 – MacBook Air 2019 New (Gray/Core i5/Ram 8GB/SSD 128GB/Touch ID),22.500.000 ,Màu sắc: Space Gray,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 8GB of 2133 MHza,Ổ cứng: SSD 128GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvfh2-macbook-air-2019-new-gray-core-i5-ram-8gb-ssd-128gb-touch-id.html,macstores.vn
MV962 – MacBook Pro 2019 13 inch – New (Gray/256GB),32.000.000 ,Tình trạng:,8GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới Nguyên Seal, Active Online",Màu:, Space Gray, 2.4GHz Quad-core 8th-generation Intel Core I5 processor,Ổ cứng:, 256GB PCIe,Màn hình:,https://macstores.vn/macbook-pro-13-inch-2019-space-gray-256gb-mv962.html,macstores.vn
MGND3 – MacBook Air 2020 13 inch New – (Gold/M1/Ram 8GB/SSD 256GB),26.000.000 ,"Tình trạng: New, Nguyên Seal",RAM: 8GB Unified,GPU: 7‑core GPU & 16-core Neural Engine,Màn hình: 13-inch Retina with True Tone (2650×1600),Màu: Vàng (Gold),Interface: Two Thunderbolt 4 ports,Wi-Fi 6 (802.11ax) | Bluetooth 5.0,Backlit Magic Keyboard,Force Touch Touchpad | Touch ID Sensor,macOS,Trọng lượng: 1.2Kg.,https://macstores.vn/macbook-air-mgnd3-2020-13inch.html,macstores.vn
MV972 – MacBook Pro 2019 13 inch – New (Gray/512GB),35.000.000 ,Tình trạng:,8GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới 100%, Nguyên Seal.",Màu:, Space Gray, 2.4GHz Quad-core 8th-generation Intel Core I5 processor,Ổ cứng:, 512GB PCIe,Màn hình:,https://macstores.vn/macbook-pro-13-inch-2019-gray-512gb-mv972.html,macstores.vn
MV982 – MacBook Pro 2019 13 inch – New (Gray/i7/16G/1TB),46.000.000 ,Tình trạng:,RAM: 16GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới 100%, Nguyên Seal.",Màu:, Space Gray, ,"2.8GHz Quad-core 8th-generation Intel Core I7 processor (8569U, Turbo 4.7GHz, 8MB Cache) ",Ổ cứng:, ,https://macstores.vn/mv982-macbook-pro-2019-13-inch-new-grayi716g1tb.html,macstores.vn
MVFJ2 Option – MacBook Air 2019 New (Gray/Core i5/Ram 16GB/SSD 256GB/Touch ID),29.000.000 ,Màu sắc: Space Gray,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 16GB of 2133 MHza,Ổ cứng: SSD 256GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvfj2-option-macbook-air-2019-new-gray-core-i5-ram-16gb-ssd-256gb-touch-id-new.html,macstores.vn
MV972 Option – MacBook Pro 2019 13 inch – New (Gray/16G/512GB),39.000.000 ,Tình trạng:,RAM: 16GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới 100%, Nguyên Seal.",Màu:, Space Gray, 2.4GHz Quad-core 8th-generation Intel Core I5 processor,Ổ cứng:, 512GB PCIe,Màn hình:,https://macstores.vn/mv972-option-macbook-pro-2019-13-inch-new-gray16g512gb.html,macstores.vn
MVH62 Option – MacBook Air 2019 New (Gray/Core i5/Ram 16GB/SSD 512GB/Touch ID),30.000.000 ,Màu sắc: Space Gray,,Card màn hình: Intel UHD Graphics 617,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.6 GHz Intel Core i5 Dual-Core,Bộ nhớ: 16GB of 2133 MHza,Ổ cứng: SSD 512GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,https://macstores.vn/mvh62-option-macbook-air-2019-new-gray-core-i5-ram-16gb-ssd-512gb-touch-id-new.html,macstores.vn
MWTK2 – MacBook Air 2020 New (Silver/Core i3/Ram 8GB / SSD 256GB / Touch ID),24.500.000 ,Màu sắc: Silver,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,Card màn hình: Intel Iris Plus Graphics,Màn hình: 13.3inch Retina with True-Tone,Bộ xử lý: 1.1 GHz Intel Core i3 Dual-Core,Ổ cứng: SSD 256GB PCIe,Phân giải: 2560×1600,Cổng kết nối: 2 x Thunderbolt 3 (USB Type-C) Ports,Touch ID Sensor,Nặng: 1.25 Kg.,,https://macstores.vn/mwtk2-macbook-air-2020-new-silver-core-i3-ram-8gb-ssd-256gb-touch-id.html,macstores.vn
MV972 – MacBook Pro 2019 13 inch Core i5/16G/512GB,42.000.000 ,Tình trạng:,RAM: 16GB 2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới 100%, Nguyên Seal. MDM",Màu:, Space Gray, 2.4GHz Quad-core 8th-generation Intel Core I5 processor,Ổ cứng:, 512GB PCIe,Màn hình:,https://macstores.vn/mv972-option-macbook-pro-2019-13-inch-new-gray16g512gb-2.html,macstores.vn
MV972 Option – MacBook Pro 2019 13 inch – New (Gray/i7/16G/512GB),39.000.000 ,Tình trạng:,2133MHz LPDDR3 memory, Intel Iris Plus Graphics 655, 13.3 inch Retina Display with True Tone (2560×1600)," Mới 100%, Nguyên Seal. Apple Care 2022. MDM",Màu:, Space Gray, ,2.8GHz Quad-core 8th-generation Intel Core I7 processor ,"(8569U, Turbo 4.7GHz, 8MB Cache) (Option)",Ổ cứng:,https://macstores.vn/mv972-option-macbook-pro-2019-13-inch-new-grayi716g512gb-2.html,macstores.vn
Macbook Air 2020 Max Option – Core i7 Ram 16GB 2TB SSD,54.000.000 ,Tình trạng:, 16GB 3733MHz LPDDR4X memory, Intel Iris Plus Graphics,: 13.3-inch Retina Display (2650×1600) with True Tone," New, Nguyên Seal",Màu:, Bạc (Silver) – Vàng (Gold)  – Xám (Gray), 1.2GHz quad-core 10th-generation Intel Core i7 processor,Ổ cứng:,Màn hình,Interface:,https://macstores.vn/macbook-air-2020-max-option-core-i7-ram-16gb-2tb-ssd.html,macstores.vn
